Using device: cuda
Episode 0, Total Reward: 2.0, Total Frames: 23, epsilon 0.9999769999999993
Episode 344, Total Reward: 0.0, Total Frames: 2419, epsilon 0.9975809999999304
Episode 345, Total Reward: 0.0, Total Frames: 2421, epsilon 0.9975789999999304
Episode 346, Total Reward: 0.0, Total Frames: 2423, epsilon 0.9975769999999303
Episode 347, Total Reward: 0.0, Total Frames: 2425, epsilon 0.9975749999999303
Episode 348, Total Reward: 0.0, Total Frames: 2427, epsilon 0.9975729999999302
Episode 349, Total Reward: 0.0, Total Frames: 2429, epsilon 0.9975709999999302
Episode 350, Total Reward: 1.0, Total Frames: 2440, epsilon 0.9975599999999298
Episode 351, Total Reward: 0.0, Total Frames: 2442, epsilon 0.9975579999999298
Episode 352, Total Reward: 0.0, Total Frames: 2444, epsilon 0.9975559999999297
Episode 353, Total Reward: 2.0, Total Frames: 2462, epsilon 0.9975379999999292
Episode 354, Total Reward: 0.0, Total Frames: 2464, epsilon 0.9975359999999291
Episode 355, Total Reward: 0.0, Total Frames: 2466, epsilon 0.9975339999999291
Episode 356, Total Reward: 0.0, Total Frames: 2468, epsilon 0.997531999999929
Episode 357, Total Reward: 0.0, Total Frames: 2470, epsilon 0.997529999999929
Episode 358, Total Reward: 0.0, Total Frames: 2472, epsilon 0.9975279999999289
Episode 359, Total Reward: 0.0, Total Frames: 2474, epsilon 0.9975259999999289
Episode 360, Total Reward: 0.0, Total Frames: 2476, epsilon 0.9975239999999288
Episode 361, Total Reward: 0.0, Total Frames: 2478, epsilon 0.9975219999999287
Episode 362, Total Reward: 0.0, Total Frames: 2480, epsilon 0.9975199999999287
Episode 363, Total Reward: 2.0, Total Frames: 2498, epsilon 0.9975019999999282
Episode 364, Total Reward: 0.0, Total Frames: 2500, epsilon 0.9974999999999281
Episode 365, Total Reward: 0.0, Total Frames: 2502, epsilon 0.997497999999928
Episode 366, Total Reward: 0.0, Total Frames: 2504, epsilon 0.997495999999928
Episode 367, Total Reward: 0.0, Total Frames: 2506, epsilon 0.9974939999999279
Episode 368, Total Reward: 2.0, Total Frames: 2524, epsilon 0.9974759999999274
Episode 369, Total Reward: 0.0, Total Frames: 2526, epsilon 0.9974739999999274
Episode 370, Total Reward: 0.0, Total Frames: 2528, epsilon 0.9974719999999273
Episode 371, Total Reward: 0.0, Total Frames: 2530, epsilon 0.9974699999999272
Episode 372, Total Reward: 0.0, Total Frames: 2532, epsilon 0.9974679999999272
Episode 373, Total Reward: 0.0, Total Frames: 2534, epsilon 0.9974659999999271
Episode 374, Total Reward: 0.0, Total Frames: 2536, epsilon 0.9974639999999271
Episode 375, Total Reward: 1.0, Total Frames: 2549, epsilon 0.9974509999999267
Episode 376, Total Reward: 0.0, Total Frames: 2551, epsilon 0.9974489999999266
Episode 377, Total Reward: 0.0, Total Frames: 2553, epsilon 0.9974469999999266
Episode 378, Total Reward: 0.0, Total Frames: 2555, epsilon 0.9974449999999265
Episode 379, Total Reward: 2.0, Total Frames: 2575, epsilon 0.997424999999926
Episode 380, Total Reward: 0.0, Total Frames: 2577, epsilon 0.9974229999999259
Episode 381, Total Reward: 0.0, Total Frames: 2579, epsilon 0.9974209999999258
Episode 382, Total Reward: 0.0, Total Frames: 2581, epsilon 0.9974189999999258
Episode 383, Total Reward: 0.0, Total Frames: 2583, epsilon 0.9974169999999257
Episode 384, Total Reward: 0.0, Total Frames: 2585, epsilon 0.9974149999999257
Episode 385, Total Reward: 2.0, Total Frames: 2603, epsilon 0.9973969999999251
Episode 386, Total Reward: 0.0, Total Frames: 2605, epsilon 0.9973949999999251
Episode 387, Total Reward: 0.0, Total Frames: 2607, epsilon 0.997392999999925
Episode 388, Total Reward: 0.0, Total Frames: 2609, epsilon 0.997390999999925
Episode 389, Total Reward: 2.0, Total Frames: 2629, epsilon 0.9973709999999244
Episode 390, Total Reward: 0.0, Total Frames: 2631, epsilon 0.9973689999999243
Episode 391, Total Reward: 0.0, Total Frames: 2633, epsilon 0.9973669999999243
Episode 392, Total Reward: 0.0, Total Frames: 2635, epsilon 0.9973649999999242
Episode 393, Total Reward: 0.0, Total Frames: 2637, epsilon 0.9973629999999242
Episode 394, Total Reward: 1.0, Total Frames: 2648, epsilon 0.9973519999999239
Episode 395, Total Reward: 0.0, Total Frames: 2650, epsilon 0.9973499999999238
Episode 396, Total Reward: 0.0, Total Frames: 2652, epsilon 0.9973479999999237
Episode 397, Total Reward: 0.0, Total Frames: 2654, epsilon 0.9973459999999237
Episode 398, Total Reward: 0.0, Total Frames: 2656, epsilon 0.9973439999999236
Episode 399, Total Reward: 0.0, Total Frames: 2658, epsilon 0.9973419999999236
Episode 400, Total Reward: 0.0, Total Frames: 2660, epsilon 0.9973399999999235
Episode 401, Total Reward: 0.0, Total Frames: 2662, epsilon 0.9973379999999235
Episode 402, Total Reward: 0.0, Total Frames: 2664, epsilon 0.9973359999999234
Episode 403, Total Reward: 0.0, Total Frames: 2666, epsilon 0.9973339999999233
Episode 404, Total Reward: 0.0, Total Frames: 2668, epsilon 0.9973319999999233
Episode 405, Total Reward: 0.0, Total Frames: 2670, epsilon 0.9973299999999232
Episode 406, Total Reward: 0.0, Total Frames: 2672, epsilon 0.9973279999999232
Episode 407, Total Reward: 0.0, Total Frames: 2674, epsilon 0.9973259999999231
Episode 408, Total Reward: 0.0, Total Frames: 2676, epsilon 0.997323999999923
Episode 409, Total Reward: 0.0, Total Frames: 2678, epsilon 0.997321999999923
Episode 410, Total Reward: 0.0, Total Frames: 2680, epsilon 0.9973199999999229
Episode 411, Total Reward: 0.0, Total Frames: 2682, epsilon 0.9973179999999229
Episode 412, Total Reward: 1.0, Total Frames: 2695, epsilon 0.9973049999999225
Episode 413, Total Reward: 0.0, Total Frames: 2702, epsilon 0.9972979999999223
Episode 414, Total Reward: 1.0, Total Frames: 2716, epsilon 0.9972839999999219
Episode 415, Total Reward: 4.0, Total Frames: 2754, epsilon 0.9972459999999208
Episode 416, Total Reward: 0.0, Total Frames: 2756, epsilon 0.9972439999999207
Episode 417, Total Reward: 0.0, Total Frames: 2758, epsilon 0.9972419999999207
Episode 418, Total Reward: 1.0, Total Frames: 2770, epsilon 0.9972299999999203
Episode 419, Total Reward: 1.0, Total Frames: 2784, epsilon 0.9972159999999199
Episode 420, Total Reward: 0.0, Total Frames: 2786, epsilon 0.9972139999999199
Episode 421, Total Reward: 1.0, Total Frames: 2804, epsilon 0.9971959999999194
Episode 422, Total Reward: 0.0, Total Frames: 2806, epsilon 0.9971939999999193
Episode 423, Total Reward: 2.0, Total Frames: 2825, epsilon 0.9971749999999188
Episode 424, Total Reward: 0.0, Total Frames: 2827, epsilon 0.9971729999999187
Episode 425, Total Reward: 1.0, Total Frames: 2838, epsilon 0.9971619999999184
Episode 426, Total Reward: 1.0, Total Frames: 2852, epsilon 0.997147999999918
Episode 427, Total Reward: 0.0, Total Frames: 2854, epsilon 0.9971459999999179
Episode 428, Total Reward: 0.0, Total Frames: 2856, epsilon 0.9971439999999179
Episode 429, Total Reward: 0.0, Total Frames: 2858, epsilon 0.9971419999999178
Episode 430, Total Reward: 0.0, Total Frames: 2860, epsilon 0.9971399999999178
Episode 431, Total Reward: 2.0, Total Frames: 2878, epsilon 0.9971219999999172
Episode 432, Total Reward: 0.0, Total Frames: 2880, epsilon 0.9971199999999172
Episode 433, Total Reward: 1.0, Total Frames: 2894, epsilon 0.9971059999999168
Episode 434, Total Reward: 1.0, Total Frames: 2907, epsilon 0.9970929999999164
Episode 435, Total Reward: 1.0, Total Frames: 2922, epsilon 0.997077999999916
Episode 436, Total Reward: 0.0, Total Frames: 2924, epsilon 0.9970759999999159
Episode 437, Total Reward: 0.0, Total Frames: 2926, epsilon 0.9970739999999159
Episode 438, Total Reward: 0.0, Total Frames: 2928, epsilon 0.9970719999999158
Episode 439, Total Reward: 1.0, Total Frames: 2941, epsilon 0.9970589999999154
Episode 440, Total Reward: 0.0, Total Frames: 2951, epsilon 0.9970489999999151
Episode 441, Total Reward: 0.0, Total Frames: 2961, epsilon 0.9970389999999149
Episode 442, Total Reward: 1.0, Total Frames: 2974, epsilon 0.9970259999999145
Episode 443, Total Reward: 0.0, Total Frames: 2976, epsilon 0.9970239999999144
Episode 444, Total Reward: 0.0, Total Frames: 2978, epsilon 0.9970219999999144
Episode 445, Total Reward: 0.0, Total Frames: 2980, epsilon 0.9970199999999143
Episode 446, Total Reward: 0.0, Total Frames: 2982, epsilon 0.9970179999999143
Episode 447, Total Reward: 0.0, Total Frames: 2984, epsilon 0.9970159999999142
Episode 448, Total Reward: 2.0, Total Frames: 3002, epsilon 0.9969979999999137
Episode 449, Total Reward: 0.0, Total Frames: 3004, epsilon 0.9969959999999136
Episode 450, Total Reward: 1.0, Total Frames: 3018, epsilon 0.9969819999999132
Episode 451, Total Reward: 0.0, Total Frames: 3020, epsilon 0.9969799999999132
Episode 452, Total Reward: 0.0, Total Frames: 3022, epsilon 0.9969779999999131
Episode 453, Total Reward: 1.0, Total Frames: 3033, epsilon 0.9969669999999128
Episode 454, Total Reward: 0.0, Total Frames: 3035, epsilon 0.9969649999999127
Episode 455, Total Reward: 0.0, Total Frames: 3037, epsilon 0.9969629999999127
Episode 456, Total Reward: 0.0, Total Frames: 3039, epsilon 0.9969609999999126
Episode 457, Total Reward: 0.0, Total Frames: 3041, epsilon 0.9969589999999126
Episode 458, Total Reward: 1.0, Total Frames: 3052, epsilon 0.9969479999999122
Episode 459, Total Reward: 0.0, Total Frames: 3068, epsilon 0.9969319999999118
Episode 460, Total Reward: 0.0, Total Frames: 3070, epsilon 0.9969299999999117
Episode 461, Total Reward: 2.0, Total Frames: 3096, epsilon 0.996903999999911
Episode 462, Total Reward: 0.0, Total Frames: 3098, epsilon 0.9969019999999109
Episode 463, Total Reward: 0.0, Total Frames: 3100, epsilon 0.9968999999999109
Episode 464, Total Reward: 0.0, Total Frames: 3102, epsilon 0.9968979999999108
Episode 465, Total Reward: 1.0, Total Frames: 3114, epsilon 0.9968859999999105
Episode 466, Total Reward: 1.0, Total Frames: 3127, epsilon 0.9968729999999101
Episode 467, Total Reward: 0.0, Total Frames: 3129, epsilon 0.99687099999991
Episode 468, Total Reward: 0.0, Total Frames: 3131, epsilon 0.99686899999991
Episode 469, Total Reward: 1.0, Total Frames: 3143, epsilon 0.9968569999999096
Episode 470, Total Reward: 0.0, Total Frames: 3145, epsilon 0.9968549999999096
Episode 471, Total Reward: 0.0, Total Frames: 3147, epsilon 0.9968529999999095
Episode 472, Total Reward: 0.0, Total Frames: 3149, epsilon 0.9968509999999094
Episode 473, Total Reward: 2.0, Total Frames: 3167, epsilon 0.9968329999999089
Episode 474, Total Reward: 0.0, Total Frames: 3169, epsilon 0.9968309999999089
Episode 475, Total Reward: 0.0, Total Frames: 3171, epsilon 0.9968289999999088
Episode 476, Total Reward: 0.0, Total Frames: 3173, epsilon 0.9968269999999088
Episode 477, Total Reward: 2.0, Total Frames: 3191, epsilon 0.9968089999999082
Episode 478, Total Reward: 0.0, Total Frames: 3193, epsilon 0.9968069999999082
Episode 479, Total Reward: 0.0, Total Frames: 3195, epsilon 0.9968049999999081
Episode 480, Total Reward: 1.0, Total Frames: 3209, epsilon 0.9967909999999077
Episode 481, Total Reward: 0.0, Total Frames: 3211, epsilon 0.9967889999999077
Episode 482, Total Reward: 2.0, Total Frames: 3229, epsilon 0.9967709999999071
Episode 483, Total Reward: 0.0, Total Frames: 3231, epsilon 0.9967689999999071
Episode 484, Total Reward: 1.0, Total Frames: 3245, epsilon 0.9967549999999067
Episode 485, Total Reward: 0.0, Total Frames: 3247, epsilon 0.9967529999999066
Episode 486, Total Reward: 0.0, Total Frames: 3249, epsilon 0.9967509999999066
Episode 487, Total Reward: 0.0, Total Frames: 3251, epsilon 0.9967489999999065
Episode 488, Total Reward: 1.0, Total Frames: 3262, epsilon 0.9967379999999062
Episode 489, Total Reward: 2.0, Total Frames: 3299, epsilon 0.9967009999999051
Episode 490, Total Reward: 2.0, Total Frames: 3325, epsilon 0.9966749999999044
Episode 491, Total Reward: 0.0, Total Frames: 3327, epsilon 0.9966729999999043
Episode 492, Total Reward: 0.0, Total Frames: 3329, epsilon 0.9966709999999043
Episode 493, Total Reward: 1.0, Total Frames: 3341, epsilon 0.9966589999999039
Episode 494, Total Reward: 0.0, Total Frames: 3350, epsilon 0.9966499999999037
Episode 495, Total Reward: 1.0, Total Frames: 3361, epsilon 0.9966389999999034
Episode 496, Total Reward: 0.0, Total Frames: 3363, epsilon 0.9966369999999033
Episode 497, Total Reward: 0.0, Total Frames: 3371, epsilon 0.9966289999999031
Episode 498, Total Reward: 4.0, Total Frames: 3409, epsilon 0.996590999999902
Episode 499, Total Reward: 1.0, Total Frames: 3421, epsilon 0.9965789999999016
Episode 500, Total Reward: 0.0, Total Frames: 3441, epsilon 0.996558999999901
Episode 501, Total Reward: 0.0, Total Frames: 3443, epsilon 0.996556999999901
Episode 502, Total Reward: 0.0, Total Frames: 3445, epsilon 0.9965549999999009
Episode 503, Total Reward: 2.0, Total Frames: 3463, epsilon 0.9965369999999004
Episode 504, Total Reward: 0.0, Total Frames: 3465, epsilon 0.9965349999999004
Episode 505, Total Reward: 1.0, Total Frames: 3479, epsilon 0.9965209999999
Episode 506, Total Reward: 0.0, Total Frames: 3481, epsilon 0.9965189999998999
Episode 507, Total Reward: 0.0, Total Frames: 3483, epsilon 0.9965169999998998
Episode 508, Total Reward: 0.0, Total Frames: 3485, epsilon 0.9965149999998998
Episode 509, Total Reward: 2.0, Total Frames: 3503, epsilon 0.9964969999998993
Episode 510, Total Reward: 3.0, Total Frames: 3537, epsilon 0.9964629999998983
Episode 511, Total Reward: 0.0, Total Frames: 3539, epsilon 0.9964609999998982
Episode 512, Total Reward: 2.0, Total Frames: 3559, epsilon 0.9964409999998977
Episode 513, Total Reward: 0.0, Total Frames: 3561, epsilon 0.9964389999998976
Episode 514, Total Reward: 0.0, Total Frames: 3563, epsilon 0.9964369999998975
Episode 515, Total Reward: 0.0, Total Frames: 3565, epsilon 0.9964349999998975
Episode 516, Total Reward: 0.0, Total Frames: 3567, epsilon 0.9964329999998974
Episode 517, Total Reward: 0.0, Total Frames: 3569, epsilon 0.9964309999998974
Episode 518, Total Reward: 0.0, Total Frames: 3571, epsilon 0.9964289999998973
Episode 519, Total Reward: 0.0, Total Frames: 3595, epsilon 0.9964049999998966
Episode 520, Total Reward: 0.0, Total Frames: 3597, epsilon 0.9964029999998966
Episode 521, Total Reward: 0.0, Total Frames: 3599, epsilon 0.9964009999998965
Episode 522, Total Reward: 0.0, Total Frames: 3601, epsilon 0.9963989999998965
Episode 523, Total Reward: 1.0, Total Frames: 3612, epsilon 0.9963879999998961
Episode 524, Total Reward: 0.0, Total Frames: 3614, epsilon 0.9963859999998961
Episode 525, Total Reward: 0.0, Total Frames: 3616, epsilon 0.996383999999896
Episode 526, Total Reward: 0.0, Total Frames: 3618, epsilon 0.996381999999896
Episode 527, Total Reward: 0.0, Total Frames: 3620, epsilon 0.9963799999998959
Episode 528, Total Reward: 0.0, Total Frames: 3622, epsilon 0.9963779999998958
Episode 529, Total Reward: 0.0, Total Frames: 3624, epsilon 0.9963759999998958
Episode 530, Total Reward: 0.0, Total Frames: 3626, epsilon 0.9963739999998957
Episode 531, Total Reward: 0.0, Total Frames: 3628, epsilon 0.9963719999998957
Episode 532, Total Reward: 1.0, Total Frames: 3639, epsilon 0.9963609999998954
Episode 533, Total Reward: 0.0, Total Frames: 3641, epsilon 0.9963589999998953
Episode 534, Total Reward: 1.0, Total Frames: 3655, epsilon 0.9963449999998949
Episode 535, Total Reward: 0.0, Total Frames: 3657, epsilon 0.9963429999998948
Episode 536, Total Reward: 0.0, Total Frames: 3659, epsilon 0.9963409999998948
Episode 537, Total Reward: 1.0, Total Frames: 3672, epsilon 0.9963279999998944
Episode 538, Total Reward: 0.0, Total Frames: 3674, epsilon 0.9963259999998944
Episode 539, Total Reward: 0.0, Total Frames: 3676, epsilon 0.9963239999998943
Episode 540, Total Reward: 1.0, Total Frames: 3688, epsilon 0.996311999999894
Episode 541, Total Reward: 0.0, Total Frames: 3690, epsilon 0.9963099999998939
Episode 542, Total Reward: 0.0, Total Frames: 3692, epsilon 0.9963079999998938
Episode 543, Total Reward: 0.0, Total Frames: 3694, epsilon 0.9963059999998938
Episode 544, Total Reward: 0.0, Total Frames: 3696, epsilon 0.9963039999998937
Episode 545, Total Reward: 0.0, Total Frames: 3698, epsilon 0.9963019999998937
Episode 546, Total Reward: 0.0, Total Frames: 3700, epsilon 0.9962999999998936
Episode 547, Total Reward: 0.0, Total Frames: 3702, epsilon 0.9962979999998935
Episode 548, Total Reward: 0.0, Total Frames: 3704, epsilon 0.9962959999998935
Episode 549, Total Reward: 0.0, Total Frames: 3706, epsilon 0.9962939999998934
Episode 550, Total Reward: 3.0, Total Frames: 3737, epsilon 0.9962629999998925
Episode 551, Total Reward: 0.0, Total Frames: 3739, epsilon 0.9962609999998925
Episode 552, Total Reward: 2.0, Total Frames: 3757, epsilon 0.996242999999892
Episode 553, Total Reward: 1.0, Total Frames: 3771, epsilon 0.9962289999998916
Episode 554, Total Reward: 0.0, Total Frames: 3785, epsilon 0.9962149999998912
Episode 555, Total Reward: 0.0, Total Frames: 3787, epsilon 0.9962129999998911
Episode 556, Total Reward: 1.0, Total Frames: 3798, epsilon 0.9962019999998908
Episode 557, Total Reward: 0.0, Total Frames: 3800, epsilon 0.9961999999998907
Episode 558, Total Reward: 0.0, Total Frames: 3802, epsilon 0.9961979999998907
Episode 559, Total Reward: 0.0, Total Frames: 3804, epsilon 0.9961959999998906
Episode 560, Total Reward: 0.0, Total Frames: 3806, epsilon 0.9961939999998906
Episode 561, Total Reward: 2.0, Total Frames: 3824, epsilon 0.99617599999989
Episode 562, Total Reward: 0.0, Total Frames: 3826, epsilon 0.99617399999989
Episode 563, Total Reward: 2.0, Total Frames: 3850, epsilon 0.9961499999998893
Episode 564, Total Reward: 2.0, Total Frames: 3876, epsilon 0.9961239999998885
Episode 565, Total Reward: 1.0, Total Frames: 3889, epsilon 0.9961109999998882
Episode 566, Total Reward: 0.0, Total Frames: 3909, epsilon 0.9960909999998876
Episode 567, Total Reward: 2.0, Total Frames: 3933, epsilon 0.9960669999998869
Episode 568, Total Reward: 0.0, Total Frames: 3935, epsilon 0.9960649999998868
Episode 569, Total Reward: 1.0, Total Frames: 3948, epsilon 0.9960519999998865
Episode 570, Total Reward: 0.0, Total Frames: 3955, epsilon 0.9960449999998863
Episode 571, Total Reward: 0.0, Total Frames: 3964, epsilon 0.996035999999886
Episode 572, Total Reward: 0.0, Total Frames: 3966, epsilon 0.996033999999886
Episode 573, Total Reward: 0.0, Total Frames: 3968, epsilon 0.9960319999998859
